,Miss work for health past 30 days,Days of poor physical health past 30 days,Days of poor mental health past 30 days,When did your last paid job end,Number of hours worked last week,Gss year for this respondent
26120,,,,,,2016.0
26121,,,,,40.0,2016.0
26122,,,0.0,,40.0,2016.0
26123,,,15.0,,,2016.0
26124,,,,,36.0,2016.0
26125,,,,,,2016.0
26126,,,0.0,,45.0,2016.0
26127,,,0.0,,4.0,2016.0
26128,,,0.0,,47.0,2016.0
26129,,,3.0,,,2016.0
26130,,,,,30.0,2016.0
26131,,,,,,2016.0
26132,,,0.0,,,2016.0
26133,,,0.0,,,2016.0
26134,,,,,,2016.0
26135,,,5.0,,,2016.0
26136,,,,,40.0,2016.0
26137,,,,,,2016.0
26138,,,0.0,,,2016.0
26139,,,5.0,,40.0,2016.0
26140,,,,,36.0,2016.0
26141,,,,,40.0,2016.0
26142,,,,,,2016.0
26143,,,,,40.0,2016.0
26144,,,,,50.0,2016.0
26145,,,,,,2016.0
26146,,,,,,2016.0
26147,,,,,,2016.0
26148,,,0.0,,,2016.0
26149,,,,,40.0,2016.0
26150,,,,,,2016.0
26151,,,0.0,,40.0,2016.0
26152,,,0.0,,40.0,2016.0
26153,,,,,40.0,2016.0
26154,,,,,25.0,2016.0
26155,,,,,,2016.0
26156,,,20.0,,,2016.0
26157,,,,,40.0,2016.0
26158,,,,,65.0,2016.0
26159,,,0.0,,,2016.0
26160,,,,,40.0,2016.0
26161,,,0.0,,40.0,2016.0
26162,,,,,40.0,2016.0
26163,,,,,,2016.0
26164,,,0.0,,30.0,2016.0
26165,,,5.0,,,2016.0
26166,,,,,33.0,2016.0
26167,,,20.0,,,2016.0
26168,,,,,50.0,2016.0
26169,,,,,41.0,2016.0
26170,,,,,,2016.0
26171,,,,,,2016.0
26172,,,,,40.0,2016.0
26173,,,3.0,,2.0,2016.0
26174,,,,,20.0,2016.0
26175,,,7.0,,48.0,2016.0
26176,,,8.0,,25.0,2016.0
26177,,,0.0,,,2016.0
26178,,,,,,2016.0
26179,,,,,,2016.0
26180,,,5.0,,,2016.0
26181,,,4.0,,,2016.0
26182,,,,,,2016.0
26183,,,0.0,,,2016.0
26184,,,4.0,,,2016.0
26185,,,15.0,,,2016.0
26186,,,,,,2016.0
26187,,,,,40.0,2016.0
26188,,,5.0,,,2016.0
26189,,,0.0,,,2016.0
26190,,,,,,2016.0
26191,,,,,,2016.0
26192,,,0.0,,45.0,2016.0
26193,,,0.0,,,2016.0
26194,,,,,50.0,2016.0
26195,,,30.0,,,2016.0
26196,,,,,,2016.0
26197,,,,,,2016.0
26198,,,0.0,,,2016.0
26199,,,1.0,,50.0,2016.0
26200,,,,,,2016.0
26201,,,5.0,,,2016.0
26202,,,,,,2016.0
26203,,,0.0,,40.0,2016.0
26204,,,,,,2016.0
26205,,,0.0,,,2016.0
26206,,,,,,2016.0
26207,,,,,89.0,2016.0
26208,,,2.0,,60.0,2016.0
26209,,,,,,2016.0
26210,,,10.0,,24.0,2016.0
26211,,,,,,2016.0
26212,,,,,40.0,2016.0
26213,,,10.0,,45.0,2016.0
26214,,,10.0,,45.0,2016.0
26215,,,,,65.0,2016.0
26216,,,10.0,,40.0,2016.0
26217,,,,,,2016.0
26218,,,,,40.0,2016.0
26219,,,1.0,,,2016.0
26220,,,,,40.0,2016.0
26221,,,,,40.0,2016.0
26222,,,,,,2016.0
26223,,,0.0,,,2016.0
26224,,,,,18.0,2016.0
26225,,,15.0,,,2016.0
26226,,,,,,2016.0
26227,,,,,46.0,2016.0
26228,,,7.0,,,2016.0
26229,,,20.0,,,2016.0
26230,,,15.0,,50.0,2016.0
26231,,,,,50.0,2016.0
26232,,,,,,2016.0
26233,,,0.0,,40.0,2016.0
26234,,,,,,2016.0
26235,,,,,,2016.0
26236,,,,,35.0,2016.0
26237,,,,,,2016.0
26238,,,15.0,,,2016.0
26239,,,,,,2016.0
26240,,,,,,2016.0
26241,,,3.0,,,2016.0
26242,,,,,32.0,2016.0
26243,,,,,40.0,2016.0
26244,,,,,,2016.0
26245,,,10.0,,,2016.0
26246,,,,,25.0,2016.0
26247,,,,,,2016.0
26248,,,0.0,,55.0,2016.0
26249,,,,,,2016.0
26250,,,,,,2016.0
26251,,,,,40.0,2016.0
26252,,,0.0,,40.0,2016.0
26253,,,,,40.0,2016.0
26254,,,,,,2016.0
26255,,,0.0,,,2016.0
26256,,,,,16.0,2016.0
26257,,,,,45.0,2016.0
26258,,,7.0,,,2016.0
26259,,,2.0,,40.0,2016.0
26260,,,0.0,,,2016.0
26261,,,,,,2016.0
26262,,,0.0,,48.0,2016.0
26263,,,,,40.0,2016.0
26264,,,20.0,,,2016.0
26265,,,1.0,,56.0,2016.0
26266,,,,,40.0,2016.0
26267,,,,,,2016.0
26268,,,0.0,,45.0,2016.0
26269,,,0.0,,45.0,2016.0
26270,,,,,38.0,2016.0
26271,,,,,,2016.0
26272,,,10.0,,,2016.0
26273,,,,,,2016.0
26274,,,,,40.0,2016.0
26275,,,,,,2016.0
26276,,,0.0,,,2016.0
26277,,,0.0,,,2016.0
26278,,,,,53.0,2016.0
26279,,,,,65.0,2016.0
26280,,,0.0,,,2016.0
26281,,,,,50.0,2016.0
26282,,,,,50.0,2016.0
26283,,,,,,2016.0
26284,,,,,,2016.0
26285,,,,,45.0,2016.0
26286,,,,,20.0,2016.0
26287,,,,,33.0,2016.0
26288,,,,,32.0,2016.0
26289,,,5.0,,62.0,2016.0
26290,,,,,,2016.0
26291,,,,,,2016.0
26292,,,,,,2016.0
26293,,,0.0,,40.0,2016.0
26294,,,30.0,,,2016.0
26295,,,,,,2016.0
26296,,,,,40.0,2016.0
26297,,,,,,2016.0
26298,,,,,50.0,2016.0
26299,,,0.0,,40.0,2016.0
26300,,,,,,2016.0
26301,,,0.0,,,2016.0
26302,,,,,,2016.0
26303,,,,,50.0,2016.0
26304,,,,,,2016.0
26305,,,7.0,,32.0,2016.0
26306,,,20.0,,,2016.0
26307,,,,,,2016.0
26308,,,0.0,,,2016.0
26309,,,,,,2016.0
26310,,,,,,2016.0
26311,,,,,,2016.0
26312,,,5.0,,40.0,2016.0
26313,,,20.0,,40.0,2016.0
26314,,,,,40.0,2016.0
26315,,,,,,2016.0
26316,,,0.0,,54.0,2016.0
26317,,,,,,2016.0
26318,,,,,40.0,2016.0
26319,,,,,,2016.0
26320,,,,,,2016.0
26321,,,0.0,,29.0,2016.0
26322,,,,,60.0,2016.0
26323,,,,,40.0,2016.0
26324,,,,,48.0,2016.0
26325,,,,,4.0,2016.0
26326,,,0.0,,60.0,2016.0
26327,,,,,,2016.0
26328,,,,,,2016.0
26329,,,,,40.0,2016.0
26330,,,,,40.0,2016.0
26331,,,0.0,,,2016.0
26332,,,,,,2016.0
26333,,,0.0,,37.0,2016.0
26334,,,,,,2016.0
26335,,,25.0,,,2016.0
26336,,,,,,2016.0
26337,,,30.0,,,2016.0
26338,,,,,,2016.0
26339,,,0.0,,,2016.0
26340,,,,,,2016.0
26341,,,15.0,,,2016.0
26342,,,0.0,,,2016.0
26343,,,0.0,,,2016.0
26344,,,,,41.0,2016.0
26345,,,,,,2016.0
26346,,,,,42.0,2016.0
26347,,,0.0,,30.0,2016.0
26348,,,0.0,,,2016.0
26349,,,,,24.0,2016.0
26350,,,,,20.0,2016.0
26351,,,2.0,,,2016.0
26352,,,,,42.0,2016.0
26353,,,,,40.0,2016.0
26354,,,5.0,,,2016.0
26355,,,,,,2016.0
26356,,,0.0,,22.0,2016.0
26357,,,,,28.0,2016.0
26358,,,,,32.0,2016.0
26359,,,2.0,,36.0,2016.0
26360,,,5.0,,40.0,2016.0
26361,,,,,40.0,2016.0
26362,,,,,,2016.0
26363,,,,,,2016.0
26364,,,,,,2016.0
26365,,,0.0,,50.0,2016.0
26366,,,14.0,,,2016.0
26367,,,,,,2016.0
26368,,,,,,2016.0
26369,,,,,48.0,2016.0
26370,,,,,45.0,2016.0
26371,,,5.0,,19.0,2016.0
26372,,,15.0,,35.0,2016.0
26373,,,,,22.0,2016.0
26374,,,,,40.0,2016.0
26375,,,,,,2016.0
26376,,,,,20.0,2016.0
26377,,,,,40.0,2016.0
26378,,,1.0,,,2016.0
26379,,,,,,2016.0
26380,,,15.0,,40.0,2016.0
26381,,,3.0,,,2016.0
26382,,,0.0,,43.0,2016.0
26383,,,0.0,,,2016.0
26384,,,,,,2016.0
26385,,,,,,2016.0
26386,,,3.0,,40.0,2016.0
26387,,,,,40.0,2016.0
26388,,,0.0,,,2016.0
26389,,,0.0,,60.0,2016.0
26390,,,,,,2016.0
26391,,,,,54.0,2016.0
26392,,,15.0,,40.0,2016.0
26393,,,,,30.0,2016.0
26394,,,0.0,,40.0,2016.0
26395,,,,,,2016.0
26396,,,0.0,,36.0,2016.0
26397,,,,,,2016.0
26398,,,,,72.0,2016.0
26399,,,0.0,,22.0,2016.0
26400,,,,,30.0,2016.0
26401,,,0.0,,40.0,2016.0
26402,,,,,60.0,2016.0
26403,,,0.0,,70.0,2016.0
26404,,,,,,2016.0
26405,,,,,,2016.0
26406,,,5.0,,,2016.0
26407,,,,,40.0,2016.0
26408,,,,,,2016.0
26409,,,0.0,,,2016.0
26410,,,,,,2016.0
26411,,,0.0,,36.0,2016.0
26412,,,,,,2016.0
26413,,,,,40.0,2016.0
26414,,,,,10.0,2016.0
26415,,,3.0,,25.0,2016.0
26416,,,,,,2016.0
26417,,,,,,2016.0
26418,,,,,,2016.0
26419,,,,,41.0,2016.0
26420,,,21.0,,,2016.0
26421,,,,,40.0,2016.0
26422,,,,,25.0,2016.0
26423,,,30.0,,,2016.0
26424,,,,,6.0,2016.0
26425,,,0.0,,,2016.0
26426,,,,,,2016.0
26427,,,20.0,,14.0,2016.0
26428,,,0.0,,40.0,2016.0
26429,,,,,31.0,2016.0
26430,,,30.0,,19.0,2016.0
26431,,,,,,2016.0
26432,,,,,50.0,2016.0
26433,,,0.0,,,2016.0
26434,,,,,,2016.0
26435,,,0.0,,63.0,2016.0
26436,,,,,60.0,2016.0
26437,,,,,,2016.0
26438,,,5.0,,,2016.0
26439,,,,,60.0,2016.0
26440,,,0.0,,32.0,2016.0
26441,,,,,,2016.0
26442,,,,,50.0,2016.0
26443,,,,,60.0,2016.0
26444,,,,,45.0,2016.0
26445,,,,,,2016.0
26446,,,0.0,,,2016.0
26447,,,0.0,,42.0,2016.0
26448,,,,,44.0,2016.0
26449,,,,,45.0,2016.0
26450,,,0.0,,42.0,2016.0
26451,,,0.0,,5.0,2016.0
26452,,,,,40.0,2016.0
26453,,,0.0,,40.0,2016.0
26454,,,,,,2016.0
26455,,,3.0,,,2016.0
26456,,,4.0,,42.0,2016.0
26457,,,,,45.0,2016.0
26458,,,,,53.0,2016.0
26459,,,,,,2016.0
26460,,,,,28.0,2016.0
26461,,,,,,2016.0
26462,,,,,40.0,2016.0
26463,,,,,12.0,2016.0
26464,,,0.0,,,2016.0
26465,,,,,,2016.0
26466,,,,,50.0,2016.0
26467,,,,,,2016.0
26468,,,,,70.0,2016.0
26469,,,,,,2016.0
26470,,,,,40.0,2016.0
26471,,,10.0,,40.0,2016.0
26472,,,30.0,,40.0,2016.0
26473,,,0.0,,40.0,2016.0
26474,,,2.0,,52.0,2016.0
26475,,,,,42.0,2016.0
26476,,,,,45.0,2016.0
26477,,,,,,2016.0
26478,,,2.0,,25.0,2016.0
26479,,,,,,2016.0
26480,,,,,40.0,2016.0
26481,,,0.0,,35.0,2016.0
26482,,,0.0,,40.0,2016.0
26483,,,0.0,,40.0,2016.0
26484,,,,,28.0,2016.0
26485,,,0.0,,40.0,2016.0
26486,,,0.0,,,2016.0
26487,,,,,,2016.0
26488,,,,,4.0,2016.0
26489,,,,,45.0,2016.0
26490,,,,,40.0,2016.0
26491,,,,,30.0,2016.0
26492,,,,,,2016.0
26493,,,,,56.0,2016.0
26494,,,0.0,,45.0,2016.0
26495,,,,,40.0,2016.0
26496,,,10.0,,,2016.0
26497,,,0.0,,,2016.0
26498,,,,,70.0,2016.0
26499,,,0.0,,,2016.0
26500,,,,,29.0,2016.0
26501,,,,,56.0,2016.0
26502,,,15.0,,20.0,2016.0
26503,,,2.0,,45.0,2016.0
26504,,,,,8.0,2016.0
26505,,,0.0,,50.0,2016.0
26506,,,,,46.0,2016.0
26507,,,1.0,,45.0,2016.0
26508,,,,,40.0,2016.0
26509,,,,,,2016.0
26510,,,,,50.0,2016.0
26511,,,,,42.0,2016.0
26512,,,,,,2016.0
26513,,,0.0,,40.0,2016.0
26514,,,,,40.0,2016.0
26515,,,0.0,,,2016.0
26516,,,,,15.0,2016.0
26517,,,,,,2016.0
26518,,,,,,2016.0
26519,,,,,40.0,2016.0
26520,,,,,,2016.0
26521,,,,,40.0,2016.0
26522,,,0.0,,,2016.0
26523,,,0.0,,,2016.0
26524,,,,,,2016.0
26525,,,0.0,,,2016.0
26526,,,,,40.0,2016.0
26527,,,,,,2016.0
26528,,,0.0,,40.0,2016.0
26529,,,,,,2016.0
26530,,,,,,2016.0
26531,,,0.0,,,2016.0
26532,,,,,37.0,2016.0
26533,,,3.0,,,2016.0
26534,,,,,,2016.0
26535,,,0.0,,28.0,2016.0
26536,,,,,50.0,2016.0
26537,,,0.0,,,2016.0
26538,,,3.0,,15.0,2016.0
26539,,,,,,2016.0
26540,,,0.0,,,2016.0
26541,,,,,,2016.0
26542,,,,,,2016.0
26543,,,,,40.0,2016.0
26544,,,5.0,,,2016.0
26545,,,0.0,,45.0,2016.0
26546,,,,,43.0,2016.0
26547,,,,,,2016.0
26548,,,,,40.0,2016.0
26549,,,0.0,,,2016.0
26550,,,,,,2016.0
26551,,,15.0,,34.0,2016.0
26552,,,1.0,,26.0,2016.0
26553,,,,,60.0,2016.0
26554,,,,,40.0,2016.0
26555,,,0.0,,47.0,2016.0
26556,,,0.0,,,2016.0
26557,,,0.0,,50.0,2016.0
26558,,,,,,2016.0
26559,,,,,30.0,2016.0
26560,,,10.0,,30.0,2016.0
26561,,,0.0,,32.0,2016.0
26562,,,,,20.0,2016.0
26563,,,7.0,,,2016.0
26564,,,0.0,,,2016.0
26565,,,,,48.0,2016.0
26566,,,10.0,,,2016.0
26567,,,15.0,,,2016.0
26568,,,,,,2016.0
26569,,,0.0,,30.0,2016.0
26570,,,,,,2016.0
26571,,,,,,2016.0
26572,,,,,12.0,2016.0
26573,,,,,40.0,2016.0
26574,,,,,,2016.0
26575,,,30.0,,,2016.0
26576,,,,,,2016.0
26577,,,,,40.0,2016.0
26578,,,0.0,,89.0,2016.0
26579,,,,,70.0,2016.0
26580,,,0.0,,,2016.0
26581,,,,,,2016.0
26582,,,,,40.0,2016.0
26583,,,4.0,,,2016.0
26584,,,,,,2016.0
26585,,,,,,2016.0
26586,,,,,40.0,2016.0
26587,,,,,,2016.0
26588,,,,,48.0,2016.0
26589,,,1.0,,40.0,2016.0
26590,,,0.0,,40.0,2016.0
26591,,,,,50.0,2016.0
26592,,,,,40.0,2016.0
26593,,,,,,2016.0
26594,,,2.0,,38.0,2016.0
26595,,,,,46.0,2016.0
26596,,,0.0,,30.0,2016.0
26597,,,,,,2016.0
26598,,,0.0,,40.0,2016.0
26599,,,,,,2016.0
26600,,,0.0,,,2016.0
26601,,,,,25.0,2016.0
26602,,,0.0,,34.0,2016.0
26603,,,,,,2016.0
26604,,,0.0,,80.0,2016.0
26605,,,0.0,,,2016.0
26606,,,0.0,,70.0,2016.0
26607,,,0.0,,48.0,2016.0
26608,,,,,,2016.0
26609,,,0.0,,38.0,2016.0
26610,,,,,40.0,2016.0
26611,,,0.0,,,2016.0
26612,,,,,,2016.0
26613,,,,,,2016.0
26614,,,,,,2016.0
26615,,,0.0,,40.0,2016.0
26616,,,,,,2016.0
26617,,,,,40.0,2016.0
26618,,,,,,2016.0
26619,,,0.0,,40.0,2016.0
26620,,,14.0,,47.0,2016.0
26621,,,,,40.0,2016.0
26622,,,,,38.0,2016.0
26623,,,,,8.0,2016.0
26624,,,0.0,,37.0,2016.0
26625,,,,,,2016.0
26626,,,,,,2016.0
26627,,,,,,2016.0
26628,,,0.0,,,2016.0
26629,,,,,,2016.0
26630,,,30.0,,,2016.0
26631,,,,,41.0,2016.0
26632,,,,,40.0,2016.0
26633,,,0.0,,40.0,2016.0
26634,,,,,,2016.0
26635,,,,,40.0,2016.0
26636,,,,,45.0,2016.0
26637,,,,,50.0,2016.0
26638,,,,,36.0,2016.0
26639,,,0.0,,,2016.0
26640,,,,,78.0,2016.0
26641,,,0.0,,,2016.0
26642,,,0.0,,,2016.0
26643,,,15.0,,,2016.0
26644,,,5.0,,,2016.0
26645,,,,,,2016.0
26646,,,0.0,,,2016.0
26647,,,,,32.0,2016.0
26648,,,14.0,,70.0,2016.0
26649,,,,,,2016.0
26650,,,0.0,,24.0,2016.0
26651,,,,,55.0,2016.0
26652,,,10.0,,,2016.0
26653,,,,,5.0,2016.0
26654,,,,,40.0,2016.0
26655,,,,,32.0,2016.0
26656,,,,,,2016.0
26657,,,0.0,,,2016.0
26658,,,,,43.0,2016.0
26659,,,0.0,,50.0,2016.0
26660,,,,,30.0,2016.0
26661,,,,,,2016.0
26662,,,,,68.0,2016.0
26663,,,,,45.0,2016.0
26664,,,2.0,,8.0,2016.0
26665,,,2.0,,,2016.0
26666,,,,,50.0,2016.0
26667,,,,,32.0,2016.0
26668,,,1.0,,45.0,2016.0
26669,,,,,,2016.0
26670,,,0.0,,20.0,2016.0
26671,,,,,,2016.0
26672,,,,,35.0,2016.0
26673,,,,,,2016.0
26674,,,4.0,,65.0,2016.0
26675,,,0.0,,40.0,2016.0
26676,,,,,45.0,2016.0
26677,,,,,20.0,2016.0
26678,,,4.0,,40.0,2016.0
26679,,,,,,2016.0
26680,,,0.0,,,2016.0
26681,,,,,,2016.0
26682,,,,,40.0,2016.0
26683,,,,,,2016.0
26684,,,0.0,,,2016.0
26685,,,3.0,,30.0,2016.0
26686,,,,,,2016.0
26687,,,,,60.0,2016.0
26688,,,,,,2016.0
26689,,,10.0,,,2016.0
26690,,,3.0,,44.0,2016.0
26691,,,30.0,,,2016.0
26692,,,,,33.0,2016.0
26693,,,,,40.0,2016.0
26694,,,3.0,,50.0,2016.0
26695,,,0.0,,40.0,2016.0
26696,,,,,10.0,2016.0
26697,,,0.0,,,2016.0
26698,,,,,,2016.0
26699,,,,,65.0,2016.0
26700,,,,,55.0,2016.0
26701,,,0.0,,,2016.0
26702,,,,,,2016.0
26703,,,0.0,,30.0,2016.0
26704,,,,,20.0,2016.0
26705,,,,,40.0,2016.0
26706,,,,,,2016.0
26707,,,2.0,,38.0,2016.0
26708,,,,,47.0,2016.0
26709,,,0.0,,,2016.0
26710,,,14.0,,,2016.0
26711,,,,,48.0,2016.0
26712,,,,,40.0,2016.0
26713,,,,,38.0,2016.0
26714,,,,,,2016.0
26715,,,1.0,,,2016.0
26716,,,20.0,,,2016.0
26717,,,,,,2016.0
26718,,,,,25.0,2016.0
26719,,,,,40.0,2016.0
26720,,,,,40.0,2016.0
26721,,,0.0,,12.0,2016.0
26722,,,,,,2016.0
26723,,,,,,2016.0
26724,,,,,26.0,2016.0
26725,,,0.0,,,2016.0
26726,,,,,,2016.0
26727,,,,,,2016.0
26728,,,0.0,,60.0,2016.0
26729,,,,,20.0,2016.0
26730,,,0.0,,,2016.0
26731,,,,,40.0,2016.0
26732,,,,,,2016.0
26733,,,,,35.0,2016.0
26734,,,,,,2016.0
26735,,,,,34.0,2016.0
26736,,,5.0,,40.0,2016.0
26737,,,1.0,,12.0,2016.0
26738,,,3.0,,,2016.0
26739,,,,,42.0,2016.0
26740,,,0.0,,64.0,2016.0
26741,,,30.0,,60.0,2016.0
26742,,,,,,2016.0
26743,,,,,,2016.0
26744,,,3.0,,39.0,2016.0
26745,,,,,50.0,2016.0
26746,,,,,,2016.0
26747,,,,,,2016.0
26748,,,,,,2016.0
26749,,,,,,2016.0
26750,,,,,,2016.0
26751,,,3.0,,,2016.0
26752,,,,,30.0,2016.0
26753,,,3.0,,,2016.0
26754,,,,,55.0,2016.0
26755,,,10.0,,40.0,2016.0
26756,,,0.0,,25.0,2016.0
26757,,,,,,2016.0
26758,,,2.0,,,2016.0
26759,,,,,,2016.0
26760,,,0.0,,35.0,2016.0
26761,,,,,,2016.0
26762,,,,,21.0,2016.0
26763,,,,,,2016.0
26764,,,,,,2016.0
26765,,,0.0,,,2016.0
26766,,,,,16.0,2016.0
26767,,,,,,2016.0
26768,,,,,,2016.0
26769,,,,,,2016.0
26770,,,,,45.0,2016.0
26771,,,2.0,,,2016.0
26772,,,,,40.0,2016.0
26773,,,2.0,,,2016.0
26774,,,0.0,,,2016.0
26775,,,,,30.0,2016.0
26776,,,0.0,,30.0,2016.0
26777,,,0.0,,32.0,2016.0
26778,,,5.0,,,2016.0
26779,,,,,32.0,2016.0
26780,,,2.0,,,2016.0
26781,,,,,44.0,2016.0
26782,,,5.0,,,2016.0
26783,,,,,,2016.0
26784,,,,,,2016.0
26785,,,,,,2016.0
26786,,,,,50.0,2016.0
26787,,,,,40.0,2016.0
26788,,,5.0,,28.0,2016.0
26789,,,,,,2016.0
26790,,,0.0,,40.0,2016.0
26791,,,,,27.0,2016.0
26792,,,,,20.0,2016.0
26793,,,,,,2016.0
26794,,,17.0,,89.0,2016.0
26795,,,,,,2016.0
26796,,,,,,2016.0
26797,,,,,,2016.0
26798,,,0.0,,,2016.0
26799,,,0.0,,,2016.0
26800,,,0.0,,50.0,2016.0
26801,,,,,1.0,2016.0
26802,,,,,,2016.0
26803,,,,,31.0,2016.0
26804,,,,,,2016.0
26805,,,0.0,,40.0,2016.0
26806,,,,,,2016.0
26807,,,10.0,,,2016.0
26808,,,0.0,,,2016.0
26809,,,0.0,,,2016.0
26810,,,,,40.0,2016.0
26811,,,0.0,,,2016.0
26812,,,,,4.0,2016.0
26813,,,,,36.0,2016.0
26814,,,0.0,,16.0,2016.0
26815,,,,,,2016.0
26816,,,2.0,,40.0,2016.0
26817,,,,,,2016.0
26818,,,5.0,,15.0,2016.0
26819,,,,,45.0,2016.0
26820,,,5.0,,,2016.0
26821,,,,,,2016.0
26822,,,,,47.0,2016.0
26823,,,26.0,,41.0,2016.0
26824,,,,,,2016.0
26825,,,10.0,,,2016.0
26826,,,,,,2016.0
26827,,,,,40.0,2016.0
26828,,,0.0,,40.0,2016.0
26829,,,30.0,,40.0,2016.0
26830,,,,,,2016.0
26831,,,0.0,,,2016.0
26832,,,,,50.0,2016.0
26833,,,0.0,,45.0,2016.0
26834,,,,,40.0,2016.0
26835,,,,,,2016.0
26836,,,0.0,,37.0,2016.0
26837,,,,,,2016.0
26838,,,0.0,,,2016.0
26839,,,,,,2016.0
26840,,,,,40.0,2016.0
26841,,,,,52.0,2016.0
26842,,,5.0,,40.0,2016.0
26843,,,,,,2016.0
26844,,,,,,2016.0
26845,,,0.0,,,2016.0
26846,,,,,50.0,2016.0
26847,,,,,,2016.0
26848,,,,,40.0,2016.0
26849,,,,,49.0,2016.0
26850,,,,,40.0,2016.0
26851,,,0.0,,35.0,2016.0
26852,,,,,40.0,2016.0
26853,,,2.0,,65.0,2016.0
26854,,,0.0,,40.0,2016.0
26855,,,,,,2016.0
26856,,,3.0,,,2016.0
26857,,,,,45.0,2016.0
26858,,,,,,2016.0
26859,,,,,60.0,2016.0
26860,,,,,45.0,2016.0
26861,,,,,57.0,2016.0
26862,,,,,,2016.0
26863,,,,,48.0,2016.0
26864,,,,,,2016.0
26865,,,,,,2016.0
26866,,,,,40.0,2016.0
26867,,,0.0,,,2016.0
26868,,,,,40.0,2016.0
26869,,,2.0,,,2016.0
26870,,,,,45.0,2016.0
26871,,,,,17.0,2016.0
26872,,,,,60.0,2016.0
26873,,,,,,2016.0
26874,,,,,44.0,2016.0
26875,,,0.0,,60.0,2016.0
26876,,,,,45.0,2016.0
26877,,,,,45.0,2016.0
26878,,,,,45.0,2016.0
26879,,,0.0,,,2016.0
26880,,,0.0,,89.0,2016.0
26881,,,,,37.0,2016.0
26882,,,,,40.0,2016.0
26883,,,,,40.0,2016.0
26884,,,0.0,,67.0,2016.0
26885,,,3.0,,50.0,2016.0
26886,,,,,72.0,2016.0
26887,,,,,40.0,2016.0
26888,,,,,,2016.0
26889,,,0.0,,,2016.0
26890,,,,,22.0,2016.0
26891,,,,,22.0,2016.0
26892,,,,,,2016.0
26893,,,0.0,,40.0,2016.0
26894,,,7.0,,40.0,2016.0
26895,,,,,,2016.0
26896,,,,,,2016.0
26897,,,0.0,,39.0,2016.0
26898,,,,,,2016.0
26899,,,0.0,,65.0,2016.0
26900,,,,,,2016.0
26901,,,,,,2016.0
26902,,,,,,2016.0
26903,,,0.0,,40.0,2016.0
26904,,,,,36.0,2016.0
26905,,,,,40.0,2016.0
26906,,,3.0,,,2016.0
26907,,,,,56.0,2016.0
26908,,,0.0,,40.0,2016.0
26909,,,,,55.0,2016.0
26910,,,0.0,,,2016.0
26911,,,0.0,,40.0,2016.0
26912,,,0.0,,,2016.0
26913,,,,,,2016.0
26914,,,,,,2016.0
26915,,,,,,2016.0
26916,,,4.0,,,2016.0
26917,,,,,36.0,2016.0
26918,,,2.0,,,2016.0
26919,,,,,,2016.0
26920,,,0.0,,70.0,2016.0
26921,,,,,,2016.0
26922,,,,,,2016.0
26923,,,,,,2016.0
26924,,,0.0,,52.0,2016.0
26925,,,,,,2016.0
26926,,,0.0,,40.0,2016.0
26927,,,0.0,,,2016.0
26928,,,,,,2016.0
26929,,,0.0,,40.0,2016.0
26930,,,,,45.0,2016.0
26931,,,,,,2016.0
26932,,,,,22.0,2016.0
26933,,,,,,2016.0
26934,,,,,43.0,2016.0
26935,,,3.0,,,2016.0
26936,,,,,,2016.0
26937,,,0.0,,50.0,2016.0
26938,,,,,52.0,2016.0
26939,,,,,60.0,2016.0
26940,,,,,30.0,2016.0
26941,,,7.0,,15.0,2016.0
26942,,,,,40.0,2016.0
26943,,,0.0,,,2016.0
26944,,,,,28.0,2016.0
26945,,,,,40.0,2016.0
26946,,,,,40.0,2016.0
26947,,,,,25.0,2016.0
26948,,,0.0,,40.0,2016.0
26949,,,,,19.0,2016.0
26950,,,0.0,,34.0,2016.0
26951,,,0.0,,40.0,2016.0
26952,,,,,40.0,2016.0
26953,,,14.0,,35.0,2016.0
26954,,,,,45.0,2016.0
26955,,,,,,2016.0
26956,,,,,,2016.0
26957,,,3.0,,40.0,2016.0
26958,,,0.0,,,2016.0
26959,,,,,50.0,2016.0
26960,,,15.0,,48.0,2016.0
26961,,,,,,2016.0
26962,,,,,,2016.0
26963,,,,,50.0,2016.0
26964,,,,,,2016.0
26965,,,0.0,,40.0,2016.0
26966,,,,,39.0,2016.0
26967,,,0.0,,,2016.0
26968,,,,,,2016.0
26969,,,,,,2016.0
26970,,,2.0,,45.0,2016.0
26971,,,,,40.0,2016.0
26972,,,,,,2016.0
26973,,,0.0,,,2016.0
26974,,,0.0,,,2016.0
26975,,,,,,2016.0
26976,,,0.0,,,2016.0
26977,,,,,,2016.0
26978,,,,,39.0,2016.0
26979,,,,,,2016.0
26980,,,15.0,,,2016.0
26981,,,2.0,,50.0,2016.0
26982,,,,,,2016.0
26983,,,,,,2016.0
26984,,,,,89.0,2016.0
26985,,,0.0,,40.0,2016.0
26986,,,4.0,,70.0,2016.0
26987,,,,,,2016.0
26988,,,,,,2016.0
26989,,,2.0,,40.0,2016.0
26990,,,,,,2016.0
26991,,,0.0,,75.0,2016.0
26992,,,,,40.0,2016.0
26993,,,,,56.0,2016.0
26994,,,,,,2016.0
26995,,,,,,2016.0
26996,,,,,40.0,2016.0
26997,,,15.0,,,2016.0
26998,,,0.0,,50.0,2016.0
26999,,,,,35.0,2016.0
27000,,,1.0,,40.0,2016.0
27001,,,,,40.0,2016.0
27002,,,,,32.0,2016.0
